CompanyName,JobDesc
University of New South Wales,"['Fixed Term – 12 months\n$68,152 - 84,116 plus 9.5% Super\nOne of Australia’s leading research  teaching universities\n', '\nRelevant qualifications or an equivalent level of knowledge gained through any other combination of education, training and/or experience.\nExcellent computing skills including spread sheets, data bases, SQL and a demonstrated ability to learn new systems and ways of working.\nAn understanding of Data and Information Governance, Business Intelligence, Data Warehousing and Data Quality concepts.\nDemonstrated ability to problem solve and apply analytical skills.\nCapacity to work in small cross disciplinary teams and independently.\nAbility to deal with multiple deadlines and changing requirements.\nGood verbal and written communication skills.\n']"
Spin,"['\nSet business metrics that measure the health of our business and product\nCollaborate with product, engineering, finance, business and operations teams to translate business insights into decisions and actions\nFind opportunities for growth and efficiency\nDesign and analyze experiments\nDevelop dashboards and frameworks to monitor business and product performance\n', '\nDegree in a quantitative field like statistics, economics, engineering, or applied math preferred\nMinimum of 3 years of relevant experience in data science or analytics role\nProficient in SQL\nExperience in R or Python and data science and visualization libraries\nStrong oral and written communication skills, and ability to collaborate with cross-functional partners to build the business\n']"
Foresight Group,"['\nPrimary responsibility for financial models and running valuation analysis;\nMarket research and competitor analysis;\nSupport in drafting board papers, investment approval papers and company secretarial documents;\nSupport to senior team members in deal execution, including assisting in due diligence and preparing investment papers;\nSupport to senior team members in reviewing new investment opportunities and drafting offer letters;\nSupport senior team members on fundraising initiatives and researching new strategies.\n', '\nStrong modelling skills;\nTop tier professionalism;\nProficient in word, excel and powerpoint;\nExcellent communication (written and verbal);\nAnalytical with attention to detail;\nAble to work effectively in a team.\n', '\n1 to 4 years of experience;\nProfessional qualification;\nValuations, investment banking, consultancy, project finance or equity investment background.']"
Woolworths Supermarkets,"['Finance Business Partnering role to support the development  review of Loyalty business cases\nCollaborative, creative  fast-paced nimble culture\nAmple career development opportunities\n', 'The development and review of Loyalty business cases, preparation of post review analysis and benefits tracking. Provide recommendations and insight on results by working collaboratively with the Commercial team\nReview and challenge monthly results with business partners and build commercial acumen through the provision of your insights and knowledge of accounting and financial principles\nCoordinate and manage an effective budgeting process with sufficient detail and aligning with Loyalty team Strategy\nPartner with Loyalty project teams to ensure all financial systems requirements for new initiatives are captured, tested and implemented\nDrive improvement in CODB performance via trend analysis\nDrive governance and accountability within the Loyalty team\n', 'Tertiary qualification in finance/business/commerce required\nCA/CPA Qualification necessary\n5+ years commercial experience, ideally in an FMCG / Retail\nPrevious experience in budgeting, reporting and analysis\nConfident and strong communication  presentation skills\nPrioritise team efforts to support business requirements\nAdvanced systems experience e.g. Microsoft Office applications (inc. Excel, Powerpoint), SAP\n']"
Woolworths Supermarkets,"['Utilise your commercial and business partnering skills in a dynamic role and be apart of a close knit team\nJoin one of Australia’s leading retail groups, and enjoy the opportunity to grow and make a positive difference.\nBased in our Bella Vista office with excellent facilities and employee benefits\n', 'Partnering with Simpler for Stores Agile project teams to provide financial guidance and insight on end-to-end benefits  cost\nWorking across the business in order to provide analytics and modelling of end to end streams of work, with significant engagement of various stakeholders, both finance and non-finance\nSupporting the project teams to accurately forecast future benefits, store roll out plans and cost for monthly/24 month rolling outlooks, budgeting and strategic planning purposes\nProvide robust analysis of key process improvements to aid in the identification of opportunities and risks\nPartnering with stakeholders to develop workable action plans in relation to adverse trends\nPartnering with the project team to develop  implement robust strategic capital initiatives that are simpler for stores and better for our customers\nProviding clear methodology  reporting for measurement and tracking of project costs, capital spend and benefits realisation\nPresenting financial information, modelling  analytics to Senior stakeholders (both financial  non financial) and Steering committees\nIdentify and implement opportunities that improve processes across the Food Group Finance team\n', 'CA/CPA Qualification preferred\nPrevious experience in a Finance Business Analyst role\nData analysis and modelling skills to analyse and summarise high volumes of data\nThe ability to work across multiple projects and be able to manage changing priorities\n']"
Optus,"['Executing data processing tasks, including data auditing, preparation, integration, transformation and aggregation using “SQL” AND “R”\nExamining and developing different use-cases that can be solved by data analytics (Consulting)\nUnderstanding the difficulties and challenges of dealing with spatial data, and demonstrating ability to work with a variety of data types\nEvaluating different analytical approaches that can be applied to solve a problem, select the most suitable one and justify the selection\nApplying machine learning algorithms and techniques for developing sophisticated predictive and segmentation models to solve complex business problems\nPresenting complex business problems into clear business recommendations\nExploring and understanding key business drivers and targets\n', 'Previous Fraud Risk Management experience\nAt least 5 years’ experience in similar Finance/Data Science role with experience in data modelling and ability manage business case/perform evaluations\nExperience in Fraud Risk scorecard modelling and/or developing PD models for Credit Risk / Collection behaviour\nSolid experience in a Data Science role; applying complex machine learning algorithms to solve business problems\nHighly experienced in engaging with senior stakeholders and tackling business problems to present value-add recommendations\nGreat communication skills and the ability to build relationships with diverse teams\nExpertise use of data mining tools and applications (SAS, SAS E-miner, EG and SPSS,R Studio)\nAdvanced Excel, PowerPoint skills with addition of financial modelling and presentation skills\nPossessing an intense curiosity – a desire to go beneath the surface of a problem, find the questions at its heart and distil them into a very clear set of hypotheses that can be tested\n']"
News Corp Australia,"['\nDevelop well architected  tested code that support the business requirements\nBe the Subject Matter Expert for Big Data Platform(s)\nMentor Data Engineers on good engineering practices and coding standards\nRecommend technologies to use to take advantage of development capabilities for new and existing projects', '\nProven career history in data science  engineering\nDevelopment in Python, Scala / Java\nExtensive experience using and maintaining AWS environments\nExperience leading a team of engineers\nCan identify tasks which require automation and automate them\nCode reviews and automated testing are part of your DNA\nStrong experience in SQL and NOSQL databases\nExperience in version control systems (GIT)\nExperience with Spark and/or clustered technologies\nExperience with Airflow or similar scheduler and monitor workflow tools.', '\nCollaborative environment\nOpportunity to innovate, challenge the norm and pioneer the way forward\nVariety of work where no two days are the same\nExposure to global operations and networks\nMake a difference as part of Australia’s most influential media organisation']"
University of New South Wales,"['Fixed Term – 12 months\n$68,152 - 84,116 plus 9.5% Super\nOne of Australia’s leading research  teaching universities\n', '\nRelevant qualifications or an equivalent level of knowledge gained through any other combination of education, training and/or experience.\nExcellent computing skills including spread sheets, data bases, SQL and a demonstrated ability to learn new systems and ways of working.\nAn understanding of Data and Information Governance, Business Intelligence, Data Warehousing and Data Quality concepts.\nDemonstrated ability to problem solve and apply analytical skills.\nCapacity to work in small cross disciplinary teams and independently.\nAbility to deal with multiple deadlines and changing requirements.\nGood verbal and written communication skills.\n']"
Cognizant Technology Solutions,"['Experience in data profiling, performance tuning in MS SQL Server, OracleExperience in data profiling, performance tuning in MS SQL Server, OracleExperience on cloud platform Microsoft Azure CloudKnowledge of RDBMS like MS SQL Server, Oracle', 'Senior data modeler with Hands-on experience on Erwin data modeling toolData warehouse concepts like relational modeling, normalization, sub-types, super-types, dimensional modeling, EDW, change data capture etc.Knowledge of RDBMS like MS SQL Server, OracleExperience in data profiling, performance tuning in MS SQL Server, OracleExperience on cloud platform Microsoft Azure CloudDevelop the logical data model based on the understanding of the conceptual model and conduct data profiling with the objective of delivering high quality data models and high quality of data within the limits of standards defined by Cognizant, client and industry.Associate should be able to work with different horizontals within customer and Client, elicit the requirements, prepare the Logical  Physical Data Model, Prepare the Source to Target Mapping for the data Model, Designating relationships between data fields, layout the blue print for a design, which will be physically built on the system.Organize the integration of data and migration activities to enhance efficiency.', 'Data Modeler: 5 years (Preferred)', 'The candidate can work permanently with no restriction on hours (Preferred)']"
News Corp Australia,"['\nDevelop well architected  tested code that support the business requirements\nBe the Subject Matter Expert for Big Data Platform(s)\nMentor Data Engineers on good engineering practices and coding standards\nRecommend technologies to use to take advantage of development capabilities for new and existing projects', '\nProven career history in data science  engineering\nDevelopment in Python, Scala / Java\nExtensive experience using and maintaining AWS environments\nExperience leading a team of engineers\nCan identify tasks which require automation and automate them\nCode reviews and automated testing are part of your DNA\nStrong experience in SQL and NOSQL databases\nExperience in version control systems (GIT)\nExperience with Spark and/or clustered technologies\nExperience with Airflow or similar scheduler and monitor workflow tools.', '\nCollaborative environment\nOpportunity to innovate, challenge the norm and pioneer the way forward\nVariety of work where no two days are the same\nExposure to global operations and networks\nMake a difference as part of Australia’s most influential media organisation']"
BNP Paribas,"['\nParticipate in and support the delivery of performance, risk and attribution reporting services to BNP Paribas Australian clients.\nOversight responsibilities for core performance production activity based in our global operations hub in Chennai.\nAct as a contact point in the event of urgent or unresolved performance or reporting queries received from the hub location or the client, and act as the link between the two.\nEnsure the quality and accuracy produced by our operations hubs for the activity assigned to you for oversight\nMeet with clients as required to ensure the service delivery is of a high standard, maintaining a strong focus on timeliness and accuracy as measured by service KPIs and MI', 'Assist with client change control aimed at developing, extending, or improving the existing service received by the client\nAssist with new activity set up and onboarding activities\nAssist with business requirements documents, UAT  implementation plans, support and maintain project governance documents\nAssist in the optimisation of end production under your oversight, working transversally across the business as required\n', 'Working to deliver service to our clients accurately and on time, thus reinforcing and building client relationship, leading to new business opportunities\nWorking to ensure operational risk is captured and addressed, securing our functional capabilities\n', 'At least 2-3 years of experience in a performance analysis role. Within this the following balance of experiences would be ideal: -\nExperience working within performance measurement and attribution calculation and reporting function, within an asset management, asset owner or securities services position\nExperience working on performance related project work (e.g. system implementation or process optimisation) outside of the normal performance reporting production cycle\nPractical experience liaising with clients (discussing performance and attribution issues, participating in client meetings, taking minutes, giving demonstrations)\nPractical understanding of core performance methodologies (e.g. daily time weighted returns, modified dietz, IRR, unit price)  attribution methodologies (e.g. Brinson, arithmetic v geometric , and Fixed Income models)\nPractical understanding on market data indices (SP/ASX, MSCI, etc), characteristics (dividend yield, PE ratio, duration, etc), and classification schemes (GICS, BICS, etc.)\nPractical understanding of ex-post risk statistics such as tracking error, sharpe ratio, alpha, beta, volatility etc. Ability to be able to calculate from first principles\nPractical experience using the IRP performance systems plus sound knowledge of the client delivery platform (DNA)\nPractical understanding of multiple instrument types, including derivatives and how they should be treated within performance measurement\nStrong Microsoft excel skills', '\nExperience working within performance measurement and attribution calculation and reporting function, within an asset management, asset owner or securities services position\nExperience working on performance related project work (e.g. system implementation or process optimisation) outside of the normal performance reporting production cycle', '\nAppreciation of GIPS and its application within the investment industry\nPractical experience of calculating composite benchmarks, hedge benchmarks, drifting and rebasing weights\nExcel VBA skills and or Access database experience', '\nEssential: Excel, Powerpoint, Word\nDesirable but not essential: VBA, SQL, Datastream, Bloomberg, Statpro, B-One, User level knowledge of all BNP Paribas IRP production applications', '\nPractical experience on boarding new activity into a production process\nPractical experience writing business requirements documents, test plans, implementation plans and governance documents\nStrong deadline orientated approach to project delivery\nSound written and verbal communication skills\nAbility to exercise good judgment in commitments made in response to client needs whilst balancing with the commercial and operational needs of the bank', '\nTertiary qualification and industry specific qualification such as CIPM, CFA, etc.\n', '\nAttention to detail – ensure accuracy and quality in work\nAccountability – takes personal responsibility, delivers against personal and team goals\nFlexibility – positive and flexible approach to identify preferred solutions to issues and problems\nResults focused – understand the strategic objectives of the business as well as the team; work to ensure their achievement with a quality focus.\nClient focus – delivers consistently a high standard of client service , aiming to achieve all client deliverables within KPI, and operating in line with the departmental code of conduct\nInnovation – strive to improve product and process\nTeamwork – work cohesively with a team of senior professionals to define and deliver against strategy, demonstrates sound intuition and political awareness\nInnovation – maintain a constant focus on process efficiency with the aim of increasing scalability and client experience\nCommunication – effective verbal and written communication  effective interpersonal ability\nMaturity  Judgment - Demonstrates the ability to deal effectively with complex issues, learns from experience, assesses issues using relevant information and applying intuition. Makes informed and considered decisions\nTime Management – Prioritise tasks and manage workflow effectively']"
REA Group,"['Join a company with a shared vision for excellence in data and insights\nCreate audience data stories to excite the business\nCommunity engagement program focused on homelessness\n', 'Analyse proprietary datasets, consumer insights and industry research with regard to property trends catering to different audiences\nA creative and design focus, working directly with key stakeholders to gather requirements, liaise with data specialists and design visually appealing insights in various formats including Tableau dashboards\nRecognise and analyse multiple trends in data, confidently and creatively transform data articulating the story it tells for the team by developing powerful infographics where required\nStrategically source data both internally for REA experts, and externally from government and non-government data sources\nBe thorough in the identification of errors and data cleansing to ensure greater accuracy\nBuilds strong relationships across the business including Chief Economist, journalists, data science and marketing team.\n', 'Solid background in data visualisation tools such as Tableau with proven experience in the design of unique and visually stunning dashboards\nExperience in database interrogation using SQL and BigQuery will be highly regarded\nYou are keen to understand property market trends and the stories that data can tell\nWhile you will work with enviable amounts of data, you also possess the ability to target multiple audiences with single data sets, and tweak this information to suit\nYou are highly strategic and can build-out and manage calendars, factoring in seasonality, and critical times of year for the property market\nAdept at sourcing and compiling data, you enjoy building relationships with key stakeholders to improve and expedite the data gathering process\nProficient in design applications with the Adobe Creative Cloud suite including Adobe Illustrator\nExcellent communication skills (written and spoken)\nThe ability to translate data into layman’s terms to a variety of audiences at different levels\nRelevant tertiary qualification equivalent experience\n', 'Savvy minded and have the ability to think a little left of field / outside the box\nA strong and creative communicator\nFriendly, approachable and have good relationship management skills\nAn avid supporter of our fully inclusive culture - we celebrate difference and ensure that everyone belongs\n', 'Because We Care program which includes volunteer leave and community grants, to ensure you have the opportunity to give back to your community\nHack Days so you can bring your big ideas to life\nAn additional day of leave just for your birthday\nFree breakfast (and who doesn’t love a free brekkie)\nA flexible working environment meaning we strike the balance of what you need and what works for the business (and yes, our leaders fully understand the flexible working policy)\nIndustry leading gender-neutral parental leave\n']"
CITI,"['\nDrive the engagement between business (product/marketing/channels) to get the optimum outcome for the customer and the bank\nManage end to end campaign delivery through Strategy and Planning, Build, Activation\nDesign and deliver functional flows to better customer experience\nOwn the strategy of customers communications by proving Strategy in a test and learn environment\nHelps stakeholders and junior marketing analysts deliver, provide technical / non –technical guidance as required\nDevelop automation solutions to validate the data integrity of deliverables and ensure quality of deliverables\nCommunication: Effectively communicate strategic considerations with team, risk and challenges to partners and senior management.\nRelationship Management: Interact regularly with Partner leadership to set and manage expectations aligned to group capabilities and work to deepen existing relationships\nShare best practices across groups and implement best practices, drive data and analytics campaign solutions', '\nStrong Communication, client facing skills and metric driven communication to all parties\n5+ years of relevant work experience with extensive working knowledge of Campaign Delivery/Analytical process, with particular emphasis on Customer analysis\nSAS and/or SQL programming experience\nSalesforce usage and journey build knowledge\nDomain knowledge in the Cards and Banking is a must, knowledge in Unsecured Lending and Mortgage will advantageous\nProven ability to project manage new complex Campaign build , Campaign Delivery or Data Management initiatives within tight timelines\nMaster’s Degree in Finance, Economics, Mathematics, Statistics, Business Administration, Operations Research, Information Technology, Information Systems, Computer Applications / Engineering from a premier institute\nBachelor degree holder from the above faculties with additional 5 year of experience\nMA/Agile/Six Sigma qualifications looked fondly upon\nSalesforce, journey builder']"
ResMed,"['To design, develop and document Web Applications, Spring applications and micro services providing medical diagnosis and treatment\nApply development skills and technology to the product design process\nDesign, develop, prototype, and test of the required subsystem and its interface to the system\nCommunicate with peers and supervisors routinely, document work, meetings, and decisions\nWork within an Agile Project Team environment\nUnderstand and promote the quality policy\nMaintain technical skills and awareness of technical improvements\n']"
Allianz,"['\nProvide regular analysis on Allianz customers. Develop data visualization of customer experiences, trends and behaviours.\nPartner with the business to identify and pursue opportunities based on available data and insights, interrogating data in detail whilst also maintaining sight of the broader strategic goals of the business.\nProficiency using software such as SQL, SAS to access, transform, integrate and analyse customer data from across the enterprise.\nMake recommendations regarding how customer insights can be translated into specific customer campaigns, offers and experiences.\nSupport and contribute to key analytics projects, including engaging with stakeholders to define and agree the project scope, milestones and deliverables.\nContribute to the ongoing communication of progress for projects and key findings upwards and sidewards within the enterprise.\nUnderstand the different product constructs and how these generate revenue, costs and profit and how this is represented in the systems, data and business processes.\n', '\nSAS or similar query  statistical analysis language (e.g. SAS, R, Python)\nDegree qualification in a STEM discipline preferred (e.g. maths, computer science, engineering, data science, statistics)\nMicrostrategy or other data visualisation software\nExperience working in previous roles with a high degree of complex data analysis and translation of data analysis into insights\nA Marketing Tertiary qualification would be highly regarded.\n']"
University of New South Wales,"['Fixed Term – 12 months\n$68,152 - 84,116 plus 9.5% Super\nOne of Australia’s leading research  teaching universities\n', '\nRelevant qualifications or an equivalent level of knowledge gained through any other combination of education, training and/or experience.\nExcellent computing skills including spread sheets, data bases, SQL and a demonstrated ability to learn new systems and ways of working.\nAn understanding of Data and Information Governance, Business Intelligence, Data Warehousing and Data Quality concepts.\nDemonstrated ability to problem solve and apply analytical skills.\nCapacity to work in small cross disciplinary teams and independently.\nAbility to deal with multiple deadlines and changing requirements.\nGood verbal and written communication skills.\n']"
Cognizant Technology Solutions,"['Experience in data profiling, performance tuning in MS SQL Server, OracleExperience in data profiling, performance tuning in MS SQL Server, OracleExperience on cloud platform Microsoft Azure CloudKnowledge of RDBMS like MS SQL Server, Oracle', 'Senior data modeler with Hands-on experience on Erwin data modeling toolData warehouse concepts like relational modeling, normalization, sub-types, super-types, dimensional modeling, EDW, change data capture etc.Knowledge of RDBMS like MS SQL Server, OracleExperience in data profiling, performance tuning in MS SQL Server, OracleExperience on cloud platform Microsoft Azure CloudDevelop the logical data model based on the understanding of the conceptual model and conduct data profiling with the objective of delivering high quality data models and high quality of data within the limits of standards defined by Cognizant, client and industry.Associate should be able to work with different horizontals within customer and Client, elicit the requirements, prepare the Logical  Physical Data Model, Prepare the Source to Target Mapping for the data Model, Designating relationships between data fields, layout the blue print for a design, which will be physically built on the system.Organize the integration of data and migration activities to enhance efficiency.', 'Data Modeler: 5 years (Preferred)', 'The candidate can work permanently with no restriction on hours (Preferred)']"
IBM,"['Work effectively individually and with team members toward customer satisfaction and success\nConduct Requirement gathering session to elicit the business needs for the development.\nCreating solutions for Advisor portal involving React JS, Redux, WebAPI\nParticipate in client meetings to communicate status/give demos and in Design review, requirement reviews.\nAdvise the team on business needs and acting as liaison between Client team and IBM team\nAbide by CLIENT’s standard for design and development of requirements and testing.\nWork with CLIENT to understand their strategic view and position IBM team in alignment with CLIENT’s goals.', 'Extensive experience in Digital transformation technologies – React JS, Redux, Web API’s, Bootstrap, Node JS, GIT hub, C#, .Net, experience in UML design patterns and use cases\nMiinum 4 years of experience in Insurance and banking domain.\n2 Years of experience in Insurance Advisor portal and XPLAN experience for Australian market.\nExperience with SQL databases, Solid skills in CSS, HTML, jQuery, JAVASCRIPT\nStrong written and verbal communications\nExperience in Agile methodologies, BPM exposure and Business analysis process exposure a nice-to-have']"
FIS Global,"['\nProvides application software development services or technical support typically in a defined project.\nDevelops program logic for new applications or analyzes and modifies logic in existing applications.\nCodes, tests, debugs, documents, implements and maintains software applications.\nMaintains, tests and integrates application components.\nMakes recommendations towards the development of new code or reuse of existing code\nEnsures system improvements are successfully implemented.\nDemonstrates an understanding of FIS systems and the financial services industry.\nAnalyzes requirements and translates business requirements into product designs.\nWrites technical specifications and other forms of documentation.\nSuggests technical alternatives and improves/streamlines processes and systems.\nCompletes project assignments and special projects commensurate with job expectations.\nConducts planning, analysis and forecasting activities to plan projects and tasks.\nMay participate in component and data architecture design, performance monitoring, product evaluation and buy vs. build recommendations.\nMay provide leadership and/or guidance to other technical professionals.\nOther related duties assigned as needed.\n', '\nAt least 3 years of experience\nExperience in Core Java, Springboot, REST, SOAP, Hibernate, SQL, Json, XML, JPA\nExperience in database relational is good to have\nExperience in using Jenkins, Maven, Junit, Agile, SOAP UI or Post Man is good to have\nKnowledge of end-to-end systems development life cycles, i.e., waterfall, iterative and other modern approaches to software development\nProficiency in business modeling and requirements definition disciplines through Unified Modeling Language (UML), use cases, etc.\nExcellent customer service skills that build high levels of customer satisfaction for internal and external customers\nExcellent verbal and written communication skills to technical and non-technical audiences of various levels in the organization, e.g., executive, management, individual contributors\nWillingly shares relevant technical and/or industry knowledge and expertise to other resources\nExcellent problem-solving, team and time management skills\nIs resourceful and proactive in gathering information and sharing ideas• Can take ownership, assertive and has the initiative attitude\n', '\nCompetitive salary\nAttractive benefits\nA multifaceted job with a high degree of responsibility and a broad spectrum of opportunities\nA modern, international work environment and a dedicated and motivated team\n']"
Oracle,['\nMinimum Experience 5 - 10 Year experience on the Product\nWillingness to travel on short notice\n']
Tech Mahindra,"['Minimum 3+years of Strong Development experience in PL SQL, Oracle Forms.Strong experience profiling data, including data discovery, cleansing, and analysis.Expertise in Create complex functions, scripts, stored procedures and triggers to support application developmentStrong experience with reporting solutions, SQL Databases, and data preparation tools.Experience in database design, implementation, troubleshooting and maintenance.Experience with improving performance on enterprise applications with large data.Troubleshooting and providing solutions for any bugs in new database applicationsClear understanding of business procedures and ability to work as an individual and as a part of a team.Experience designing logical and physical data model.Ability to prioritize and be a self-starter to provide deliverables within expected timeframe.Stays current with industry changes to software development practices and languages.Effectively communicate and build rapport with team members, business stake holders, and clients using various techniques and collaboration channels.']"
Optus,"['Implement request for ingestion, creation, and preparation of data sources\nDevelop and execute jobs to import data periodically/ (near) real-time from an external source\nSetup a streaming data source to ingest data into the platform\nDelivers data sourcing approach and data sets for analysis, with activities including data staging, ETL, data quality, and archiving\nDesign a solution architecture to meet business, technical and user requirements\nProfile source data and validate fit-for-purpose\nWorks with Delivery lead and Solution Architect to agree pragmatic means of data provision to support use cases\nUnderstands and documents end user usage models and requirements\n', 'Onsite facilities at Macquarie Park such as a Gym, GP, Mini-Mart, Cafes\nTraining, Mentoring and further learning opportunities\nStaff busses to Epping and Wynyard, and back again\n', 'Bachelor’s degree in maths, statistics computer science, information management, finance or economics\nPhD in Data Science, Mathematics, Statistics, Economics, Engineering, Operations Research, Computer Science – desirable\n3 -5 years’ experience integrating data into analytical platforms\nExperience in ingestion technologies (e.g. sqoop, nifi, flume), processing technologies (Spark/Scala) and storage (e.g. HDFS, HBase, Hive)\nExperience in data profiling, source-target mappings, ETL development, SQL optimisation, testing and implementation\nExpertise in streaming frameworks (Kafka/Spark Streaming/Storm) essential\nExperience managing structured and unstructured data types\nExperience in requirements engineering, solution architecture, design, and development / deployment\nExperience in creating big data or analytics IT solution\nTrack record of implementing databases and data access middleware and high-volume batch and (near) real-time processing\n']"
University of New South Wales,"['Fixed Term – 12 months\n$68,152 - 84,116 plus 9.5% Super\nOne of Australia’s leading research  teaching universities\n', '\nRelevant qualifications or an equivalent level of knowledge gained through any other combination of education, training and/or experience.\nExcellent computing skills including spread sheets, data bases, SQL and a demonstrated ability to learn new systems and ways of working.\nAn understanding of Data and Information Governance, Business Intelligence, Data Warehousing and Data Quality concepts.\nDemonstrated ability to problem solve and apply analytical skills.\nCapacity to work in small cross disciplinary teams and independently.\nAbility to deal with multiple deadlines and changing requirements.\nGood verbal and written communication skills.\n']"
UGL Limited,"['Oversee the financial management of NIF Maintenance Contract\nAdministering the NIF Project Deed to ensure activities, responsibilities and obligations of the contract are met in a timely, accurate, effective and compliant matter.\nMaintaining contractual records, correspondence, proposed changes to contracts, warranties, delays, extensions of time and other contract management functions as necessary.\nEstablishing and maintaining an up-to-date framework of reports for all interested parties on the commercial and financial status of the project(s).\nCommunicate effectively with a diverse range of external and internal stakeholders outside the project team, including participation in joint venture and customer project meetings as required.\nReview agreed contract terms and conditions to ensure compliance to commercial, legal and regulatory requirements and UGL policies and guidelines.\nProvide guidance to Project team on risk management policies and procedures including OR reporting governance.\nIdentify, negotiate, facilitate, report and close-out contract variations.', 'Tertiary qualification in Accounting, Commerce, Business, Law or a related discipline essential.\nExperience in a similar Finance and or Commercial role in a large engineering or infrastructure corporation, with a maintenance contract focus.\nExceptional ERP systems and information management skills essential; experience with SAP highly regarded.\nExperience in a financial management role in a projects or asset management environment, including budgeting, forecasting, reporting and analysis on financial performance, cash flows and balance sheet optimization.\nExperience in the rail, automotive, military, defence, avionics or any other safety critical environment is highly desired\nBusiness acumen and skill with reading and comprehending contract terms and conditions, legislation and regulations, technical specifications, laws and codes as they relate to contract management.\nCustomer focused, team oriented with strong work ethic, accountable and results driven.', 'Opportunity to join more than 6,000 strong organisation owned by the CIMIC Group; a world-leading infrastructure, mining, services, and public private partnership group known for our principles of integrity, accountability, innovation, and delivery\nPathways for you to succeed and the space for you to carve your own journey to achieve your goals\nCompetitive group remuneration and benefits including:\nincentive opportunity\nhealth and wellbeing program with company-funded salary continuance insurance\nflexible work arrangements\nA culture that values diversity and innovation, evolving with market changes and new technologies', '\nincentive opportunity\nhealth and wellbeing program with company-funded salary continuance insurance\nflexible work arrangements\nA culture that values diversity and innovation, evolving with market changes and new technologies', 'Genuine concern for safety\nCapacity to flourish in a high-performance environment\nAn innovative mindset and a willingness to challenge the norm\nYou believe success and value are driven by real teams where everyone has a role to play']"
Commonwealth Bank,"['Subject matter expertise and analysis of project deliverables, requirements and application within your business\nUse appropriate techniques and processes to facilitate project deliverables\nFacilitate stakeholder engagement to achieve quality business and customer outcomes\nEffective time-management to deliver priorities agreed by Project and Business Owner\nPro-actively identify and raise potential risks and issues for your business and suggested mitigants/resolutions\nUndertake admin tasks and responsibilities as required for the project or Business Owner\nComplete timely and accurate project documentation to meet closure criteria\nActively participate in project activities (e.g. team meetings, working groups, continuous improvement initiatives and sharing learnings).\n', 'Proven ability to engage, communicate with and influence stakeholders to achieve desired outcomes.\nStrong Analytical capability – questioning, clarifying and research skills.\nGood knowledge of Risk Management.\nExperience in documenting current state, gap analysis and uplifting business processes and controls.\nExperience in designing user and role based access profiles.\nKnowledge of Australian Privacy obligations, data classification concepts.\n']"
Fortinet,"[""Support Fortinetâ€™s customers globally and may travel within APAC region to meet up customer when necessary\nUnderstand customer network/security implementation and requirement technically\nTechnical issue analysis, troubleshooting and consultation for customer\nEffective communication with customers and colleagues\nManage customer expectation correctly\nProvide technical solution recommendation or workaround for any Fortinet product model limitation/known issue\nCustomer case management and escalation\nReproduce customer issue/bug in Fortinet APAC lab\nFortinetâ€™s Product bug management and escalation to engineering team\nKeep improving technical knowledge and updating latest network/security technology and protocols\nKnowledge, idea and experience sharing within the team\nContribute to the team's success and be part of good team player\n"", '4 - 7 years working experience in networking/security related field\nIn-depth knowledge of TCP/IP\nExperience in TCP/IP, dynamic routing and L2/L3 network protocols implementation\nGood communication and written skills in English\nGot sense of urgency and capable to handle tense situation\nPositive, communicative and customer oriented attitude\nQuick learner\n', 'Having any of industry certificates (NSE4, NSE7, FCNSP, CISSP, CCNP, CCSP,CCNA â€¦)\nExperience in security products and technology (e.g. Firewall, IPS, DDoS)\nGood exposure in Unix/Linux environment would be a plus\nExperience in system integration and multi vendor environment\nExperience in data center deployment\nExperience in wireless access point\nExperience in SQL database\n', 'Bachelorâ€™s Degree in Electrical Engineering or Computer Science or equivalent experience\nMaster Degree in Electrical Engineering or Computer Science preferred\n']"
Macquarie Group Limited,[]
IBM,"['Work effectively individually and with team members toward customer satisfaction and success\nConduct Requirement gathering session to elicit the business needs for the development.\nCreating solutions for Unit pricing systems.\nParticipate in client meetings to communicate status/give demos and in Design review, requirement reviews.\nAdvise the team on business needs and acting as liaison between CLIENT team and IBM team\nAbide by CLIENT’s standard for design and development of requirements and testing.\nWork with CLIENT to understand their strategic view and position IBM team in alignment with goals.', 'Extensive experience in Unit Pricing systems and Business knowledge\nAt least 18 years of experience in Insurance and banking domain.\n9 Years of experience in Unit Pricing techniques\nExperience with SQL databases, Solid skills in Open Text, Dot Net, technologies\nPreferred LOMA 280/290/307 certified  Licentiate.\nStrong written and verbal communications\nExperience in Agile methodologies, Business analysis process exposure']"
News Corp Australia,"['\nDevelop well architected  tested code that support the business requirements\nBe the Subject Matter Expert for Big Data Platform(s)\nMentor Data Engineers on good engineering practices and coding standards\nRecommend technologies to use to take advantage of development capabilities for new and existing projects', '\nProven career history in data science  engineering\nDevelopment in Python, Scala / Java\nExtensive experience using and maintaining AWS environments\nExperience leading a team of engineers\nCan identify tasks which require automation and automate them\nCode reviews and automated testing are part of your DNA\nStrong experience in SQL and NOSQL databases\nExperience in version control systems (GIT)\nExperience with Spark and/or clustered technologies\nExperience with Airflow or similar scheduler and monitor workflow tools.', '\nCollaborative environment\nOpportunity to innovate, challenge the norm and pioneer the way forward\nVariety of work where no two days are the same\nExposure to global operations and networks\nMake a difference as part of Australia’s most influential media organisation']"
